REVISED 7/3/19,,,,,,,,,,,,,,,,,,,,
OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 23 - 26, 2019",,,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status ,out date,AlphSort
616,,CH,F,2/11/2017,Constitution,She's Ready Made,More Than Ready,ShesReadyMade,"Golden Rock Thoroughbreds, Agent",NY,16,21.1,30,4/18,"Gary Contessa, Agent","40,000",PS,,,Golden Rock Thoroughbreds
617,Eye On Tiger,CH,F,2/6/2017,Smiling Tiger,She's So Vain,Gotham City,ShesSoVain,"TIP Thoroughbred Investment Possibilities, Agent VIII",CA,20,10.1,240,4/18,"37,000",Not Sold,,,,TIP Thoroughbred Investment Possibilities
618,,CH,F,2/9/2017,Awesome of Course,Shining Moment,Yes It's True,ShiningMoment,Ocala Stud,FL,4,21.1,71,4/18,SROA (K.O.I.D.),"45,000",,,,Ocala Stud
619,Safe and Sound,B,C,3/23/2017,Commissioner,Siddhartha,Buddha,Siddhartha,"de Meric Sales, Agent XXXIII",KY,12,out,,,Withdrawn,Out,,Out,4/18/2019,de Meric Sales
620,,GR/RO,C,4/15/2017,City Zip,Sikara (IRE),Aussie Rules,SikaraIRE,"Woodford Thoroughbreds, Agent",KY,17,10.0,52,4/18,"Phil Hager, Agent","150,000",,,,Woodford Thoroughbreds
621,,DB/BR,C,3/1/2017,Justin Phillip,Silent Fright,Yes It's True,SilentFright,"Eddie Woods, Agent VIII",KY,11,21.0,84,4/18,Sagamore Farm,"100,000",,,,Woods Eddie
622,,B,C,4/16/2017,Bodemeister,Silky Omega,Fusaichi Pegasus,SilkyOmega,"Woodside Ranch, Agent I",KY,1,21.4,22,4/18,"K.O.I.D. Co., Ltd.","40,000",,,,Woodside Ranch
623,,B,F,2/9/2017,More Than Ready,Silverama,Mineshaft,Silverama,"Hidden Brook, Agent VIII",NY,10,10.1,216,4/18,Withdrawn,Out,,Out,4/25/2019,Hidden Brook Farm
624,Dancin All Alone,CH,F,1/22/2017,Congrats,Silver Frame,Northern Afleet,SilverFrame,"Eddie Woods, Agent XXVII",TX,11,out,,,Withdrawn,Out,,Out,4/12/2019,Woods Eddie
625,,GR/RO,C,3/19/2017,The Factor,Silver Heart,Lion Hearted,SilverHeart,"Gene Recio, Agent XI",VA,15,10.1,224,4/18,Dare to Dream Stable Management LLC,"95,000",PS,,,Recio Gene
626,,CH,C,3/29/2017,Distorted Humor,Sis City,Slew City Slew,SisCity,"Kings Equine, Agent IX",KY,2,10.2,51,4/18,"75,000",Not Sold,,,,Kings Equine
627,,B,F,1/18/2017,Declaration of War,Sistas Stroll,Stroll,SistasStroll,"RiceHorse Stable (Brandon & Ali Rice), Agent I",KY,17,22.0,136,4/18,Withdrawn,Out,,Out,4/25/2019,RiceHorse
628,,DB/BR,F,5/26/2017,Boys At Tosconova,Sister Glady Oh La,Strong Hope,SisterGladyOhLa,"Eversole Thoroughbreds, Agent IV",NY,20,12.3,191,4/18,Withdrawn,Out,,Out,4/18/2019,Eversole Thoroughbreds
629,,DB/BR,C,3/25/2017,Violence,Skipperdee,Giant's Causeway,Skipperdee,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",MD,5,21.3,82,4/18,SROA (K.O.I.D.),"40,000",,,,"Wavertree Stables, Inc."
630,,DB/BR,C,2/1/2017,More Than Ready,Sky Dancing,Sky Mesa,SkyDancing,"Pick View LLC, Agent III",KY,14,10.1,44,4/18,Ryan Ritt & Carole Sachs,"60,000",,,,Pick View LLC
631,,B,C,2/2/2017,Hard Spun,Sky Girl,Sky Mesa,SkyGirl,"Eddie Woods, Agent X",KY,11,21.4,236,4/18,Lothenbach Stable Inc.,"60,000",,,,Woods Eddie
632,,B,F,3/25/2017,Into Mischief,Sky Haven,Sky Mesa,SkyHaven,J R Racing Stables,KY,15,10.2,98,4/18,Robert A. Meier IV,"45,500",PS,,,J R Racing Stables
633,,DB/BR,F,4/25/2017,Medal Count,Skymynx,Sky Mesa,Skymynx,"Golden Rock Thoroughbreds, Agent V",KY,16,10.3,129,4/18,"70,000",Not Sold,,,,Golden Rock Thoroughbreds
634,,B,F,2/8/2017,Violence,Sky Mystic,Sky Mesa,SkyMystic,"Woodford Thoroughbreds, Agent",IN,17,21.1,114,4/18,"115,000",Not Sold,,,,Woodford Thoroughbreds
635,,DB/BR,C,4/6/2017,Verrazano,Slammingpartygirl,Grand Slam,Slammingpartygirl,"Victory Stable, Agent",NY,16,10.3,125,4/18,0,Not Sold,,,,Victory Stable
636,,DB/BR,C,2/11/2017,Macho Uno,Slant of Light,Broken Vow,SlantofLight,"Bobby Dodd, Agent XII",KY,10,10.4,184,4/18,SROA (K.O.I.D.),"8,000",,,,Dodd Bobby
637,,B,F,3/31/2017,Elusive Quality,Sleepless Dixie,Dixie Union,SleeplessDixie,"Mayberry Farm, Agent XII",KY,B,10.1,9,4/18,"190,000",Not Sold,,,,Mayberry Farm
638,,B,C,5/9/2017,Stay Thirsty,Slew's Quality,Elusive Quality,SlewsQuality,Best A Luck Farm LLC,MD,3,10.3,38,4/18,"Jeremiah O'Dwyer, Agent","25,000",PS,,,Best A Luck Farm LLC
639,,B,C,5/3/2017,Archarcharch,Sliver of Hope,Value Plus,SliverofHope,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",IN,7,21.1,17,4/18,Robert Theuerkauf,"50,000",,,,"Southern Chase Farm, Inc."
640,,B,C,2/6/2017,Uncle Mo,Slow Sand,Dixieland Band,SlowSand,"Gene Recio, Agent VI",KY,15,10.1,135,4/18,Victor Martinez,"150,000",PS,,,Recio Gene
641,,B,F,2/17/2017,Broken Vow,Small Axe,Dixieland Band,SmallAxe,"Hoppel's Horse & Cattle Co., Inc., Agent",KY,A,21.1,212,4/18,Eoin Harty,"42,000",,,,"Hoppel's Horse & Cattle Co., Inc."
642,,CH,F,3/17/2017,Flatter,Smart Dancer,Smart Strike,SmartDancer,"Woodford Thoroughbreds, Agent",KY,17,21.1,11,4/18,D. J. Stables,"75,000",PS,,,Woodford Thoroughbreds
643,,DB/BR,C,4/3/2017,Wicked Strong,Smart Kiss,Smart Strike,SmartKiss,"de Meric Sales, Agent XXXIV",VA,12,10.4,219,4/18,SROA (K.O.I.D.),"25,000",,,,de Meric Sales
644,,CH,F,5/2/2017,Kitten's Joy,Smart Trade,Smart Strike,SmartTrade,"Grassroots Training & Sales LLC, Agent III",KY,J,11.0,231,4/18,"K.O.I.D. Co., Ltd.","40,000",PS,,,Grassroots Training & Sales LLC
645,,B,C,4/17/2017,Tapizar,Smart Typical,Kodiak Kowboy,SmartTypical,"Scanlon Training & Sales, Agent II",KY,1,10.4,244,4/18,Leishlanick Sarago,"13,000",PS,,,Scanlon Training Center
646,,B,F,3/10/2017,Mineshaft,S'more Smoke,Smoke Glacken,SmoreSmoke,"Mayberry Farm, Agent VIII",KY,B,10.2,120,4/18,H & E Ranch,"45,000",,,,Mayberry Farm
647,,CH,C,4/16/2017,Daddy Long Legs,Snow Fashion,Old Fashioned,SnowFashion,"Coastal Equine LLC (Jesse Hoppel), Agent",FL,A,20.3,20,4/18,"Linda Rice, Agent","160,000",PS,,,Coastal Equine LLC
648,,DB/BR,C,2/11/2017,Munnings,Social Assassin,Giant's Causeway,SocialAssassin,"Paul Sharp, Agent II",KY,C,out,,,Withdrawn,Out,,Out,4/11/2019,Sharp Paul M.
649,,DB/BR,F,4/25/2017,First Dude,Sola Gratia,Touch Gold,SolaGratia,"Top Line Sales LLC, Agent XXXIX",FL,14,10.1,88,4/18,"57,000",Not Sold,,,,Top Line Sales
650,,B,F,3/25/2017,Lea,Soloing,Runaway Groom,Soloing,"Old South Farm LLC, Agent",OK,9,21.4,201,4/18,"47,000",Not Sold,,,,Old South Farm LLC
651,,DB/BR,C,3/25/2017,Freud,So Long Dearie,D'Accord,SoLongDearie,"Crupi's New Castle Farm, Agent I",NY,6,10.2,58,4/18,"Charles H. Boden, Agent for Colts Neck Stables LLC","110,000",,,,Crupi's New Castle Farm
652,,B,C,2/3/2017,Constitution,Solo Survivor,Pleasant Tap,SoloSurvivor,"Off the Hook LLC, Agent IV",NY,13,10.4,248,4/18,SROA (K.O.I.D.),"25,000",,,,Off the Hook LLC
653,,CH,C,3/14/2017,Sky Mesa,Song and Delight,Songandaprayer,SongandDelight,"Craig L. Wheeler, Agent",FL,3,10.0,242,4/18,"Ron Spatz, Agent for Frank Bertolino","55,000",,,,Wheeler Craig L.
654,,B,C,3/12/2017,Tapiture,Song to the Moon,Successful Appeal,SongtotheMoon,"Gayle Woods, Agent VII",KY,E,21.2,15,4/18,Withdrawn,Out,,Out,4/25/2019,Woods Gayle
655,Joy's Rose,DB/BR,F,3/6/2017,Constitution,Soot Z,Empire Maker,SootZ,"Bobby Dodd, Agent III",KY,10,9.4,95,4/18,"Ben McElroy, Agent","185,000",,,,Dodd Bobby
656,,B,C,3/13/2017,Lea,So Sharp,Saint Liam,SoSharp,"Harris Training Center LLC, Agent IV",KY,13,10.1,127,4/18,"72,000",Not Sold,,,,Harris Training Center LLC
657,,B,C,3/8/2017,Strong Mandate,Souci Girl,Bluegrass Cat,SouciGirl,"Whitman Sales LLC, Agent VII",ON,16,10.0,188,4/18,"Team Casse, Agent","190,000",,,,Whitman Sales
658,,B,F,3/7/2017,Munnings,Sounds of the City,Street Cry (IRE),SoundsoftheCity,"Coastal Equine LLC (Jesse Hoppel), Agent II",KY,A,9.4,103,4/18,"205,000",Not Sold,,,,Coastal Equine LLC
659,,DB/BR,C,3/9/2017,Shanghai Bobby,Southern Accents,Birdstone,SouthernAccents,"S G V Thoroughbreds LLC (Steven Venosa), Agent",KY,1,10.1,245,4/18,"Charles H. Boden, Agent for Colts Neck Stables LLC","140,000",,,,S G V Thoroughbreds
660,,B,F,3/9/2017,Malibu Moon,Spangled Banner,Tiz Wonderful,SpangledBanner,"Randy Bradshaw, Agent IV",KY,18,21.2,48,4/18,"Bradley Thoroughbreds LLC, Agent","180,000",,,,Bradshaw Randy
661,,B,F,3/8/2017,Chitu,Spanish Gem,Spanish Steps,SpanishGem,"de Meric Sales, Agent XIX",FL,12,10.1,119,4/18,"Larry Zap, Agent for Joe Ciaglia","60,000",,,,de Meric Sales
662,,DB/BR,F,5/4/2017,Tonalist,Sparkling City,Cape Town,SparklingCity,"Woodford Thoroughbreds, Agent",KY,17,10.2,152,4/18,Withdrawn,Out,,Out,4/25/2019,Woodford Thoroughbreds
663,,GR/RO,F,4/27/2017,Daredevil,Special Smoke,Free House,SpecialSmoke,"de Meric Sales, Agent VIII",KY,12,10.3,153,4/18,Ruben Valdes,"14,000",,,,de Meric Sales
664,,GR/RO,C,4/12/2017,Liam's Map,Spelling,Alphabet Soup,Spelling,Grassroots Training & Sales LLC,KY,J,10.2,106,4/18,ERJ Racing and Dennis O'Neill,"90,000",,,,Grassroots Training & Sales LLC
665,Tales I Winit,B,F,3/1/2017,Forty Tales,Spinit to Winit,Hard Spun,SpinittoWinit,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.0,169,4/18,"Nick Esler, Agent for Christophe Clement","50,000",,,,Sequel Bloodstock
666,,,,,,,,,,,,out,,,Withdrawn,Out,,Out,3/5/2019,
667,,CH,C,3/15/2017,Tapiture,Spirit in the West,Gone West,SpiritintheWest,"Hemingway Racing and Training Stables LLC, Agent XVIII",FL,16,10.3,181,4/18,Grupo 7C Racing Stable,"37,000",,,,Hemingway Racing and Training LLC
668,,CH,F,4/12/2017,Kitten's Joy,Spirit Line,Indian Charlie,SpiritLine,All Dreams Equine,KY,20,10.0,130,4/18,Big Red Farm,"42,000",,,,All Dreams Equine
669,,B,C,3/5/2017,Central Banker,Spirit of Rose,City Zip,SpiritofRose,"Tom McCrocklin, Agent II",NY,2,21.4,175,4/18,"Tom McCrocklin, Agent for Dr. Earl Bellamy","100,000",,,,McCrocklin Tom
670,,B,F,4/8/2017,Flatter,Splendid Sound,Trippi,SplendidSound,"Flynt Fesmire, Agent II",KY,H,21.3,61,4/18,Withdrawn,Out,,Out,4/25/2019,Fesmire Flynt
671,,CH,C,5/22/2017,Union Rags,Splendor Town,Speightstown,SplendorTown,"McKathan Bros., Agent VII",KY,6,21.3,66,4/18,Withdrawn,Out,,Out,4/25/2019,McKathan Bros.
672,,B,F,1/23/2017,Sky Kingdom,Spring Bloom,After Market,SpringBloom,"Shooting Star Sales LLC, Agent I",KY,G,10.4,203,4/18,Steven Dwoskin,"25,000",PS,,,Shooting Star Sales LLC
673,,GR/RO,F,3/21/2017,Fast Anna,Spring Dragon,Lightnin N Thunder,SpringDragon,"Top Line Sales LLC, Agent XI",KY,14,10.1,45,4/18,"Kim Valerio, Agent","62,000",,,,Top Line Sales
674,Data Cracker,CH,C,2/24/2017,Data Link,Spring Heather (IRE),Montjeu (IRE),SpringHeatherIRE,"Winners Circle Thoroughbreds LLC, Agent",KY,15,10.4,126,4/18,Withdrawn,Out,,Out,4/25/2019,Winners Circle Thoroughbreds LLC
675,,B,C,3/31/2017,Fed Biz,Spring Morning,Mr. Prospector,SpringMorning,"S B M Training and Sales, Agent VI",AR,15,out,,,Withdrawn,Out,,Out,4/17/2019,S B M Training and Sales
676,,GR/RO,F,4/11/2017,Proud Citizen,Spring Storm,Unbridled's Song,SpringStorm,"de Meric Sales, Agent V",KY,12,21.1,92,4/18,Vicki Armour,"12,000",PS,,,de Meric Sales
677,Super Spritz,B,C,4/23/2017,Super Saver,Spritely,Touch Gold,Spritely,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.1,46,4/18,D. J. Stables,"190,000",,,,Sequel Bloodstock
678,,B,C,4/14/2017,Commissioner,Star in the Corner,Holy Bull,StarintheCorner,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",PA,5,20.4,104,4/18,Patricia's Hope LLC,"160,000",,,,"Wavertree Stables, Inc."
679,,DB/BR,C,4/21/2017,Temple City,Star Landing,Caller I. D.,StarLanding,"de Meric Sales, Agent XII",KY,12,21.1,76,4/18,M B Stable,"80,000",,,,de Meric Sales
680,,GR/RO,C,3/23/2017,Mission Impazible,Starship Diva,Eltish,StarshipDiva,"Halcyon Hammock Farm, Agent I",NY,1,10.4,37,4/18,"32,000",Not Sold,,,,Halcyon Hammock Farm
681,,B,F,4/17/2017,Amira's Prince (IRE),Starship Fantasy,Yes It's True,StarshipFantasy,"Golden Noguez, Agent III",FL,16,10.1,81,4/18,"Nick Palmer, Agent for Stein Racing LLC","50,000",,,,Golden Noguez
682,,B,C,2/10/2017,Kantharos,Starship Freedom,Trippi,StarshipFreedom,"Blue River Bloodstock, Inc., Agent I",FL,18,10.4,193,4/18,"19,000",Not Sold,,,,Blue River Bloodstock
683,,B,C,3/22/2017,Macho Uno,Starship Voodoo,Roar,StarshipVoodoo,"Halcyon Hammock Farm, Agent I",FL,1,10.4,131,4/18,"24,000",Not Sold,,,,Halcyon Hammock Farm
684,,CH,C,2/25/2017,Kitten's Joy,Starsilhouette,Orientate,Starsilhouette,"TIP Thoroughbred Investment Possibilities, Agent VII",CA,20,10.2,171,4/18,"Jeffrey Bloom, Agent","82,000",,,,TIP Thoroughbred Investment Possibilities
685,,B,F,4/8/2017,Verrazano,Stellar Baby,Brahms,StellarBaby,"Shadybrook Farm, Inc.",KY,H,34.3,124,4/18,Champion Racing Stable,"15,000",,,,"Shadybrook Farm, Inc."
686,,CH,F,5/7/2017,City Zip,Sticks Wondergirl,Stevie Wonderboy,SticksWondergirl,"Eisaman Equine, Agent",KY,7,10.2,42,4/18,Cal Lynch,"75,000",,,,Eisaman Equine
687,,GR/RO,C,2/10/2017,Creative Cause,Stirling Bridge,Prized,StirlingBridge,"Top Line Sales LLC, Agent I",KY,14,10.2,197,4/18,"97,000",Not Sold,,,,Top Line Sales
688,,CH,F,2/16/2017,Drill,Stock Tip,Thunder Gulch,StockTip,"Randy Miles, Agent XII",FL,18,10.2,252,4/18,Grupo 7C Racing Stable,"30,000",,,,Miles Randy
689,,DB/BR,C,4/25/2017,Sky Mesa,Stormbeforethecalm,Quiet American,Stormbeforethecalm,"Hoppel's Horse & Cattle Co., Inc., Agent III",FL,A,20.4,67,4/18,"77,000",Not Sold,,,,"Hoppel's Horse & Cattle Co., Inc."
690,,B,F,4/25/2017,Constitution,Storm Crossing,Tiznow,StormCrossing,"Shooting Star Sales LLC, Agent II",KY,G,10.3,78,4/18,"Oracle Bloodstock, Agent for David Perrine","57,000",,,,Shooting Star Sales LLC
691,,CH,C,4/6/2017,Golden Ticket,Storm Spell,Unbridled's Song,StormSpell,Q Bar J Thoroughbreds LLC,NY,14,10.2,105,4/18,Withdrawn,Out,,Out,4/19/2019,Q Bar J Thoroughbreds LLC
692,,DB/BR,F,4/23/2017,Orb,Stormy Frolic,Summer Squall,StormyFrolic,"Hidden Brook, Agent IX",KY,10,10.1,63,4/18,Stonehedge LLC,"135,000",,,,Hidden Brook Farm
693,,B,C,4/15/2017,Point of Entry,Stormy Peron,Hard Spun,StormyPeron,"Niall Brennan Stables, Agent I",NY,8,10.1,0,4/18,Ali Fyfe Racing,"90,000",,,,Brennan Niall
694,,CH,F,1/31/2017,Karakontie (JPN),Street Savy,Street Sense,StreetSavy,Golden Thoroughbreds Training and Sales,KY,C,10.1,80,4/18,Cromwell Bloodstock,"40,000",,,,Golden Thoroughbreds Training and Sales
695,,CH,C,2/18/2017,Khozan,Street Show,Street Boss,StreetShow,"Top Line Sales LLC, Agent XXXIV",FL,14,10.1,108,4/18,Sam Aguiar,"60,000",PS,,,Top Line Sales
696,Masterof the Tunes,B,F,4/2/2017,Emcee,Strike Accord,Smart Strike,StrikeAccord,"Sequel Bloodstock, Agent for Chester & Mary Broman",NY,9,10.2,237,4/18,"29,000",Not Sold,,,,Sequel Bloodstock
697,,CH,C,5/8/2017,First Samurai,Strike It Up,Smart Strike,StrikeItUp,"Pick View LLC, Agent IX",KY,14,10.3,128,4/18,"Meah/Lloyd Bloodstock, Agent for Tim Goodwin","70,000",,,,Pick View LLC
698,,B,F,5/14/2017,Tale of the Cat,Successful Sarah,Successful Appeal,SuccessfulSarah,"Off the Hook LLC, Agent XVII",FL,13,10.1,176,4/18,Withdrawn,Out,,Out,4/25/2019,Off the Hook LLC
699,Taurian,B,C,5/6/2017,Astrology,Sudden Desire,Hennessy,SuddenDesire,"Mayberry Farm, Agent V",NY,B,out,,,Withdrawn,Out,,Out,4/18/2019,Mayberry Farm
700,,B,F,3/19/2017,Blame,Summer On the Lawn,First Defence,SummerOntheLawn,"Cary Frommer LLC, Agent I",NY,10,10.0,53,4/18,Big Red Farm,"150,000",,,,Frommer Cary
701,Old Ironsides,B,C,2/23/2017,Constitution,Sumting Wong,Pikepass,SumtingWong,"Classic Bloodstock LLC, Agent",NY,17,10.3,154,4/18,Rossi Corp,"40,000",PS,,,
702,,GR/RO,C,4/18/2017,Tapit,Sunny,Dixieland Band,Sunny,"Niall Brennan Stables, Agent IX",KY,8,out,,,Withdrawn,Out,,Out,4/14/2019,Brennan Niall
703,,DB/BR,C,2/26/2017,Conveyance,Sunrise Slew,Seattle Slew,SunriseSlew,"Eddie Woods, Agent XXII",KY,11,20.4,33,4/18,Withdrawn,Out,,Out,4/25/2019,Woods Eddie
704,,GR/RO,F,2/5/2017,American Pharoah,Sunset Glow,Exchange Rate,SunsetGlow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent V",KY,5,21.0,27,4/18,"Ben McElroy, Agent","162,000",,,,"Wavertree Stables, Inc."
705,,B,C,4/3/2017,Shakin It Up,Super Girlie,Closing Argument,SuperGirlie,"Gayle Woods, Agent",FL,E,22.1,165,4/18,"16,000",Not Sold,,,,Woods Gayle
706,Speedy Justice,B,C,4/15/2017,Dominus,Super Seller,Came Home,SuperSeller,"TIP Thoroughbred Investment Possibilities, Agent II",KY,20,9.3,31,4/18,Withdrawn,Out,,Out,4/25/2019,TIP Thoroughbred Investment Possibilities
707,,B,C,3/4/2017,Street Sense,Suroof,Empire Maker,Suroof,"Off the Hook LLC, Agent XVI",FL,13,10.3,144,4/18,"K.O.I.D. Co., Ltd.","40,000",,,,Off the Hook LLC
708,,B,F,4/29/2017,Curlin,Surprises Welcomed,Storm Cat,SurprisesWelcomed,"Paul Sharp, Agent III",KY,C,10.1,86,4/18,Belladonna Racing LLC,"250,000",,,,Sharp Paul M.
709,,B,C,3/6/2017,Any Given Saturday,Surprising Dancer,Fusaichi Pegasus,SurprisingDancer,"de Meric Sales, Agent XXXV",KOR,12,out,,,Withdrawn,Out,,Out,4/18/2019,de Meric Sales
710,,B,F,2/27/2017,Congrats,Surtsey,Heatseeker (IRE),Surtsey,"Niall Brennan Stables, Agent XVII",ON,8,10.0,140,4/18,"145,000",Not Sold,,,,Brennan Niall
711,,B,C,4/26/2017,American Pharoah,Sustained,War Front,Sustained,"Eddie Woods, Agent XXI",KY,11,21.1,54,4/18,"270,000",Not Sold,,,,Woods Eddie
712,,B,C,2/15/2017,Bernardini,Sweet Beat,Tiznow,SweetBeat,"Hoby & Layna Kight, Agent",KY,6,21.4,65,4/18,"Jeremiah O'Dwyer, Agent","50,000",,,,Kight Hoby
713,,DB/BR,C,2/11/2017,Union Rags,Sweet Esprit,Speightstown,SweetEsprit,"Eddie Woods, Agent VIII",CA,11,21.2,116,4/18,Calumet Farm,"85,000",,,,Woods Eddie
714,,B,C,4/28/2017,Into Mischief,Sweet Factory,Candy Ride (ARG),SweetFactory,"Dark Star Thoroughbreds (Stori Atchison), Agent",KY,F,10.1,151,4/18,"Reade Baker, Agent for Paul Braverman","140,000",,,,Dark Star Thoroughbreds
715,,CH,F,1/25/2017,Distorted Humor,Sweet Lips,Kris S.,SweetLips,"Southern Chase Farm, Inc. (Greg & Karen Dodd), Agent",KY,7,10.2,253,4/18,"Nick J. Hines, Agent","43,000",,,,"Southern Chase Farm, Inc."
716,Sweet Edition,CH,F,5/2/2017,Khozan,Sweet On You,Candy Ride (ARG),SweetOnYou,"de Meric Sales, Agent XXXVI",FL,12,10.2,132,4/18,Jim Pearson,"11,000",,,,de Meric Sales
717,,B,C,3/22/2017,Palace,Sweet Problem,Is It True,SweetProblem,"Bobby Dodd, Agent IX",KY,10,10.0,29,4/18,Withdrawn,Out,,Out,4/25/2019,Dodd Bobby
718,,B,F,3/1/2017,Mucho Macho Man,Sweet Redemption,D'wildcat,SweetRedemption,"Mayberry Farm, Agent X",KY,B,-,,,Withdrawn,Out,,Out,4/20/2019,Mayberry Farm
719,,B,C,5/3/2017,Pioneerof the Nile,Sweet Tune,Woodman,SweetTune,"Stephens Thoroughbreds LLC, Agent IV",KY,H,out,,,Withdrawn,Out,,Out,3/26/2019,Stephens Thoroughbreds LLC
720,,B,F,3/30/2017,Honor Code,Tactful Lady,Langfuhr,TactfulLady,"Hemingway Racing and Training Stables LLC, Agent XIV",KY,16,10.1,23,4/18,"95,000",Not Sold,,,,Hemingway Racing and Training LLC
721,,B,C,5/19/2017,Central Banker,Tall Timbercowgirl,Prime Timber,TallTimbercowgirl,"Randy Miles, Agent",NY,18,10.1,72,4/18,Withdrawn,Out,,Out,4/22/2019,Miles Randy
722,Vile,CH,C,5/5/2017,Lemon Drop Kid,Tanda,Sweetsouthernsaint,Tanda,"Tom McCrocklin, Agent IV",KY,2,out,,,Withdrawn,Out,,Out,4/10/2019,McCrocklin Tom
723,,CH,F,2/6/2017,Hard Spun,Tangelo,Square Eddie,Tangelo,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY,5,22.0,155,4/18,Withdrawn,Out,,Out,4/25/2019,"Wavertree Stables, Inc."
724,,B,C,3/17/2017,Revolutionary,Tap for Gold,Pleasant Tap,TapforGold,"Q Bar J Thoroughbreds LLC, Agent III",KY,14,21.2,47,4/18,"Radley Equine, Inc.","130,000",,,,Q Bar J Thoroughbreds LLC
725,,CH,F,4/2/2017,American Pharoah,Tap of the Day,Pulpit,TapoftheDay,"Hartley / DeRenzo Thoroughbreds LLC, Agent",KY,5,10.1,74,4/18,Tom Durant,"275,000",,,,Hartley / DeRenzo Thoroughbreds LLC
726,,GR/RO,C,3/9/2017,Declaration of War,Tap Softly,Tapit,TapSoftly,"Eisaman Equine, Agent",KY,7,10.1,83,4/18,Ed & Susie Orr,"190,000",,,,Eisaman Equine
727,,CH,F,5/26/2017,Wicked Strong,Tap Twenty One,Tapit,TapTwentyOne,"Top Line Sales LLC, Agent XXIII",KY,14,21.0,25,4/18,August Dawn Farm,"170,000",,,,Top Line Sales
728,,CH,C,3/17/2017,City Zip,Tara Court,Giant's Causeway,TaraCourt,"Randy Miles, Agent XV",KY,18,10.3,143,4/18,Withdrawn,Out,,Out,4/25/2019,Miles Randy
729,,B,C,4/15/2017,The Factor,Tarrip,Green Desert,Tarrip,"Off the Hook LLC, Agent III",KY,13,10.0,8,4/18,"Timothy Hills, Agent for Sea Gull Capital","300,000",,,,Off the Hook LLC
730,,DB/BR,C,3/4/2017,Bayern,Tash Dash,Coronado's Quest,TashDash,"RiceHorse Stable (Brandon & Ali Rice), Agent V",KY,17,22.1,215,4/18,"49,000",Not Sold,,,,RiceHorse
731,,B,F,4/13/2017,Competitive Edge,Tattoo Molly,Cuvee,TattooMolly,"de Meric Sales, Agent XVIII",KY,12,out,,,Withdrawn,Out,,Out,3/14/2019,de Meric Sales
732,,DB/BR,F,2/8/2017,Mr Speaker,Teewee's Hope,Defrere,TeeweesHope,"Best A Luck Farm LLC, Agent III",KY,3,10.2,100,4/18,Ervin Rodriguez,"30,000",,,,Best A Luck Farm LLC
733,,B,F,2/2/2017,Verrazano,Teller Terri,Mizzen Mast,TellerTerri,"Grassroots Training & Sales LLC, Agent IV",FL,J,10.4,254,4/18,Angel L. Del-Valle Matos,"15,000",,,,Grassroots Training & Sales LLC
734,,DB/BR,C,3/5/2017,Wicked Strong,Temptation Bound,Flatter,TemptationBound,J V C Training and Sales (Jorge and Maria Villagomez),KY,20,10.1,50,4/18,"Ed Plesa, Agent","140,000",,,,J V C Training and Sales
735,,CH,F,4/28/2017,Drill,Terry M.,Crusader Sword,TerryM,Best A Luck Farm LLC,FL,3,out,,,Withdrawn,Out,,Out,4/11/2019,Best A Luck Farm LLC
736,,B,C,3/21/2017,Giant Surprise,Tessio,Mineshaft,Tessio,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",NY,5,10.2,173,4/18,Gaston Capote,"12,000",,,,"Wavertree Stables, Inc."
737,,CH,F,2/23/2017,Declaration of War,Testa Rossi (FR),Dr Fong,TestaRossiFR,"Off the Hook LLC, Agent XXI",KY,13,10.2,91,4/18,Withdrawn,Out,,Out,4/25/2019,Off the Hook LLC
738,,GR/RO,C,2/3/2017,Conveyance,Tex Appeal,Successful Appeal,TexAppeal,"Top Line Sales LLC, Agent",FL,14,20.4,68,4/18,Eclipse Thoroughbred Partners,"155,000",,,,Top Line Sales
739,,B,C,2/1/2017,Giant's Causeway,Texas to a Tee,Purge,TexastoaTee,"Off the Hook LLC, Agent XVI",FL,13,10.2,225,4/18,"75,000",Not Sold,,,,Off the Hook LLC
740,,B,C,3/5/2017,Bodemeister,The Best Day Ever,Brahms,TheBestDayEver,"Hemingway Racing and Training Stables LLC, Agent IX",KY,16,22.2,121,4/18,Withdrawn,Out,,Out,4/25/2019,Hemingway Racing and Training LLC
741,,B,C,3/4/2017,Hard Spun,The Magic Stone,Malibu Moon,TheMagicStone,"Azpurua Stables, Agent II",KY,E,out,,,Withdrawn,Out,,Out,4/11/2019,Azpurua Stables
