OBS SPRING SALE OF TWO-YEAR-OLDS IN TRAINING,,,,,,,,,,,,,,,,,,,,
"APRIL 19 - 22, 2022",,Revised 8/2/2022,,,,,,,,,,,,,,,,,,
hip#,Name,Color,Sex,Foal Date,Sire,Dam,Dam Sire,Sort By Dam,Consignor,Area ID,Barn,work time,set,day,Buyer ,Price ,PS,Status,Out Date,AlphSort
635,Lord Miles,B,C,3/30/2020,Curlin,Lady Esme,Majestic Warrior,LadyEsme,"Niall Brennan Stables, Agent XXXIV",KY        ,8,out,70,4/13,Withdrawn,Out,,Out,4/19/2022,Brennan Niall
636,,GR/RO,F,1/28/2020,Tapwrit,Ladyflickerflacker,Forestry,Ladyflickerflacker,"Off the Hook LLC, Agent IX",KY        ,13,10.0,10,4/13,"60,000",Not Sold,,,,Off the Hook LLC
637,,GR/RO,F,4/11/2020,Practical Joke,Lady Hansen,Hansen,LadyHansen,"Six K's Training & Sales LLC, Agent X",KY        ,19,10.0,18,4/13,Yoshimasa Ema,"125,000",PS,,,Six K's Training & Sales LLC
638,,DB/BR,C,3/6/2020,McCraken,Lady Pomeroy,Pomeroy,LadyPomeroy,Advanced Thoroughbreds LLC,PA        ,2,10.1,75,4/13,"Jagger, Inc.","50,000",,,,Advanced Thoroughbreds LLC
639,,B,C,4/7/2020,Congrats,Lady Racer,Biondetti,LadyRacer,"Santa Fe Thoroughbreds, Agent",KY        ,19,10.0,33,4/13,"45,000",Not Sold,,,,Santa Fe Thoroughbreds
640,,DB/BR,C,4/27/2020,Gormley,Lady Solvig,Giant's Causeway,LadySolvig,"Golden Rock Thoroughbreds, Agent I",KY        ,20,22.1,107,4/13,"27,000",Not Sold,,,,Golden Rock Thoroughbreds
641,,DB/BR,F,4/2/2020,Twirling Candy,Laid Back Lady,Hold Me Back,LaidBackLady,"Julie Davies LLC, Agent XXIII",KY        ,15,10.1,43,4/13,Ben Gase,"400,000",,,,Davies Julie
642,,CH,C,5/10/2020,Kantharos,Lake Como,Salt Lake,LakeComo,"Scanlon Training & Sales, Agent X",KY        ,1,10.2,116,4/13,"Ahmad Alabdullatif, Agent","60,000",,,,Scanlon Training Center
643,,B,F,5/4/2020,Into Mischief,Lake Sebago,Munnings,LakeSebago,"Top Line Sales LLC, Agent XLI",KY        ,14,10.2,50,4/13,Withdrawn,Out,,Out,4/21/2022,Top Line Sales
644,,DB/BR,C,1/18/2020,Jimmy Creed,Lake Turkana,More Than Ready,LakeTurkana,"Harris Training Center LLC, Agent VIII",KY        ,13,out,,4/13,Withdrawn,Out,,Out,4/13/2022,Harris Training Center LLC
645,,B,C,3/22/2020,Quality Road,La Manta Gris,Lemon Drop Kid,LaMantaGris,"Harris Training Center LLC, Agent III",KY        ,13,10.3,80,4/13,Mark Arnold,"40,000",,,,Harris Training Center LLC
646,,B,F,3/6/2020,Carpe Diem,Langers,Indian Charlie,Langers,"Santa Fe Thoroughbreds, Agent I",KY        ,19,10.1,126,4/13,James M. Miller,"45,000",,,,Santa Fe Thoroughbreds
647,,GR/RO,C,1/23/2020,Tunwoo,La Nonna,Unbridled's Song,LaNonna,"S G V Thoroughbreds LLC (Steven Venosa), Agent",FL        ,1,10.2,93,4/13,Dan Hurtak,"40,000",,,,S G V Thoroughbreds
648,Mo Lantern,B,F,4/11/2020,Mo Town,Lantern,Mineshaft,Lantern,"Lucan Bloodstock (Karl Keegan), Agent V",KY        ,16,out,,4/13,Withdrawn,Out,,Out,4/8/2022,Lucan Bloodstock
649,,DB/BR,F,2/29/2020,Blame,La Parisienne,Harlan's Holiday,LaParisienne,"Lucan Bloodstock (Karl Keegan), Agent VI",KY        ,16,10.2,82,4/13,Withdrawn,Out,,Out,4/21/2022,Lucan Bloodstock
650,Clever Joke,B,F,3/29/2020,Practical Joke,La Piba,Lookin At Lucky,LaPiba,"Niall Brennan Stables, Agent XL",KY        ,8,out,36,4/13,Withdrawn,Out,,Out,4/16/2022,Brennan Niall
651,,B,C,3/23/2020,Quality Road,Lassofthemohicans,Indian Charlie,Lassofthemohicans,"de Meric Sales, Agent V",KY        ,12,10.2,59,4/13,Gagliano Stables,"25,000",,,,de Meric Sales
652,,B,F,3/17/2020,Point of Entry,Laurenmychanelgirl,Afleet Alex,Laurenmychanelgirl,"Randy Miles, Agent XXVI",KY        ,18,10.0,52,4/13,Arch Bloodstock LLC,"40,000",,,,Miles Randy
653,,B,C,4/16/2020,Connect,Lawless Miss,Posse,LawlessMiss,"Eddie Woods, Agent XV",KY        ,11,out,,4/13,Withdrawn,Out,,Out,4/4/2022,Woods Eddie
654,Open Your Eyes,GR/RO,F,2/24/2020,Race Day,Lee Ann W,Mr. Greeley,LeeAnnW,"RSVP Sales, Agent",KY        ,15,10.1,56,4/13,Yoshimasa Ema,"250,000",,,,RSVP Sales
655,,DB/BR,F,3/26/2020,Midnight Lute,Lela,Trippi,Lela,"Dark Star Thoroughbreds (Stori Atchison), Agent",OH        ,3,out,,4/13,Withdrawn,Out,,Out,4/13/2022,Dark Star Thoroughbreds
656,,B,F,4/5/2020,Justify,Lemhill Basr,Quality Road,LemhillBasr,"Tom McCrocklin, Agent III",KY        ,18,out,,4/13,Withdrawn,Out,,Out,4/12/2022,McCrocklin Tom
657,,CH,F,3/18/2020,Good Magic,Le Mi Geaux,First Samurai,LeMiGeaux,"Eddie Woods, Agent XXXVI",NY        ,11,10.2,103,4/13,Jeff Ganje,"20,000",,,,Woods Eddie
658,,CH,F,4/16/2020,Goldencents,Lemon Sugar,Lemon Drop Kid,LemonSugar,"Top Line Sales LLC, Agent XIII",KY        ,14,out,,4/13,Withdrawn,Out,,Out,4/12/2022,Top Line Sales
659,,DB/BR,F,2/8/2020,Candy Ride (ARG),Lenatareese,Broad Brush,Lenatareese,"Wavertree Stables, Inc. (Ciaran Dunne), Agent IX",KY        ,5,out,92,4/13,Withdrawn,Out,,Out,4/14/2022,"Wavertree Stables, Inc."
660,Account,DB/BR,F,3/10/2020,Blame,Length,War Front,Length,"Harris Training Center LLC, Agent III",KY        ,13,10.2,42,4/13,Expoline,"50,000",,,,Harris Training Center LLC
661,,DB/BR,C,3/7/2020,Good Magic,Le Relais,Coronado's Quest,LeRelais,"Eddie Woods, Agent XXV",KY        ,11,20.4,81,4/13,MyRacehorse.com / Dan Agnew,"400,000",,,,Woods Eddie
662,,B,F,4/29/2020,Union Rags,Leslie's Harmony,Curlin,LesliesHarmony,"de Meric Sales, Agent XLIX",FL        ,12,out,,4/13,Withdrawn,Out,,Out,4/4/2022,de Meric Sales
663,,CH,F,5/7/2020,First Samurai,Less Traveled,Gottcha Gold,LessTraveled,"Eddie Woods, Agent XXIX",KY        ,11,out,,4/13,Withdrawn,Out,,Out,4/13/2022,Woods Eddie
664,,B,C,5/9/2020,Always Dreaming,Letchworth,Tiznow,Letchworth,"S B M Training and Sales, Agent",KY        ,10,10.1,9,4/13,Shepherd Equine Advisors for Larry Hirsch,"220,000",,,,S B M Training and Sales
665,,B,C,4/19/2020,Dominus,Levian,Majesticperfection,Levian,"Eddie Woods, Agent XXIX",IN        ,11,out,,4/13,Withdrawn,Out,,Out,4/13/2022,Woods Eddie
666,,,,,,,,,,          ,,out,,4/13,Withdrawn,Out,,Out,3/2/2022,
667,,CH,F,2/27/2020,Union Rags,Lexington Pearl,Elusive Quality,LexingtonPearl,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.1,86,4/13,Withdrawn,Out,,Out,4/21/2022,Grassroots Training & Sales LLC
668,,DB/BR,C,1/30/2020,Creative Cause,Lexington Street,Street Sense,LexingtonStreet,"Excel Racing (Rudy Delguidice), Agent",FL        ,D,out,,4/13,Withdrawn,Out,,Out,3/28/2022,Excel Racing
669,,B,C,4/5/2020,Astern (AUS),Lexi Tap,Pleasant Tap,LexiTap,"Grassroots Training & Sales LLC, Agent",ON        ,J,out,,4/13,Withdrawn,Out,,Out,4/13/2022,Grassroots Training & Sales LLC
670,,GR/RO,C,3/24/2020,Caravaggio,L' Explora,War Front,LExplora,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",IRE       ,5,10.3,120,4/13,"Patrick L. Biancone, Agent","25,000",,,,"Wavertree Stables, Inc."
671,,B,C,2/28/2020,Distorted Humor,Life Force,Sky Mesa,LifeForce,"Pick View LLC, Agent XV",KY        ,H,20.3,25,4/13,Withdrawn,Out,,Out,4/21/2022,Pick View LLC
672,,GR/RO,C,2/2/2020,Frosted,Life Lesson,Unbridled's Song,LifeLesson,"Kings Equine, Agent VI",KY        ,1,10.0,65,4/13,George Mellon,"50,000",,,,Kings Equine
673,,B,C,3/5/2020,Carpe Diem,Lilbourne Eliza (IRE),Elusive City,LilbourneElizaIRE,"Kings Equine, Agent I",KY        ,1,10.1,91,4/13,"Jeremiah O'Dwyer, Agent","52,000",,,,Kings Equine
674,,GR/RO,C,4/22/2020,Macho Uno,Lil Miss Richie,Half Ours,LilMissRichie,"Grassroots Training & Sales LLC, Agent",KY        ,J,9.4,38,4/13,"Chad Schumer, Agent","200,000",,,,Grassroots Training & Sales LLC
675,,GR/RO,C,3/3/2020,Paynter,Lil Vie,The Factor,LilVie,"Randy Miles, Agent III",KY        ,18,10.2,11,4/13,Randy Patterson,"95,000",,,,Miles Randy
676,,DB/BR,F,4/6/2020,Jack Milton,Limerick,Black Minnaloushe,Limerick,"R. Marie Farms LLC, Agent",KY        ,17,10.2,53,4/13,Dan Hurtak,"20,000",,,,R. Marie Farms
677,Justifiable Mi,B,C,4/27/2020,Justify,Linda Mimi,Congrats,LindaMimi,"Ocala Stud, Agent",KY        ,4,21.3,49,4/13,OGMA Investments LLC,"60,000",,,,Ocala Stud
678,Treasure Shaft,DB/BR,C,3/7/2020,Forty Tales,Lindsay's Treasure,Mineshaft,LindsaysTreasure,"Top Line Sales LLC, Agent XLIX",NY        ,14,10.0,67,4/13,Clear Stars Stable & Mitre Box Stable,"70,000",,,,Top Line Sales
679,,DB/BR,F,4/9/2020,Candy Ride (ARG),Lipstick City,City Zip,LipstickCity,"J. J. Thoroughbreds, Agent I",KY        ,3,11.0,45,4/13,Withdrawn,Out,,Out,4/21/2022,J. J. Thoroughbreds
680,,B,C,4/9/2020,Sharp Azteca,Lip Sync,Maclean's Music,LipSync,"Julie Davies LLC, Agent XXXII",KY        ,15,10.3,87,4/13,LA Racing 83,"15,000",,,,Davies Julie
681,,GR/RO,F,1/30/2020,Tapwrit,Lirica,Kantharos,Lirica,A B Thoroughbreds,KY        ,4,10.3,27,4/13,"Equinox Inc., Agent for George Sharp","42,000",,,,A B Thoroughbreds
682,,CH,C,4/27/2020,Gun Runner,Lisa's Booby Trap,Drewman,LisasBoobyTrap,"Niall Brennan Stables, Agent XVII",KY        ,8,out,,4/13,Withdrawn,Out,,Out,4/8/2022,Brennan Niall
683,,DB/BR,F,3/30/2020,Ghostzapper,Little Swoon,You and I,LittleSwoon,"Halcyon Hammock Farm, Agent III",KY        ,2,10.2,20,4/13,"72,000",Not Sold,,,,Halcyon Hammock Farm
684,,B,F,4/22/2020,Good Samaritan,Live to Dance,Emcee,LivetoDance,"Grassroots Training & Sales LLC, Agent",KY        ,J,10.0,13,4/13,H R Bloodstock,"155,000",,,,Grassroots Training & Sales LLC
685,,B,F,3/17/2020,Uncaptured,Local Gossip,Horse Chestnut (SAF),LocalGossip,"Daylight Farm Racing & Sales, Agent",FL        ,G,10.1,98,4/13,Golden Kernel Racing Stable,"40,000",,,,Daylight Farm Racing & Sales
686,,B,F,5/24/2020,Quality Road,Lonesome Town,Broken Vow,LonesomeTown,"de Meric Sales, Agent XI",KY        ,12,10.1,47,4/13,"172,000",Not Sold,,,,de Meric Sales
687,,B,F,3/12/2020,Mo Town,Longride to Wisdom,Harlan's Holiday,LongridetoWisdom,"Top Line Sales LLC, Agent VII",KY        ,14,9.4,24,4/13,Flurry Racing Stable LLC,"350,000",,,,Top Line Sales
688,,CH,C,1/24/2020,Justify,Look At Me (IRE),Danehill Dancer (IRE),LookAtMeIRE,"Whitman Sales LLC, Agent I",KY        ,16,21.0,60,4/13,"47,000",Not Sold,,,,Whitman Sales
689,,GR/RO,C,5/10/2020,Liam's Map,Looking Afar,Broad Brush,LookingAfar,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XIV",KY        ,5,out,,4/13,Withdrawn,Out,,Out,4/13/2022,"Wavertree Stables, Inc."
690,,B,C,5/12/2020,Ransom the Moon,Lorna's Tapit,Tapit,LornasTapit,"Coastal Equine LLC (Jesse Hoppel), Agent VIII",KY        ,A,10.3,133,4/13,Ron Stolich,"30,000",,,,Coastal Equine LLC
691,,CH,C,4/19/2020,Malibu Moon,Lost Empire,Empire Maker,LostEmpire,"Eddie Woods, Agent XXIX",KY        ,11,10.1,32,4/13,Centennial Farms LLC,"275,000",,,,Woods Eddie
692,,CH,C,4/3/2020,Oscar Performance,Lost Innocence,Lookin At Lucky,LostInnocence,"Niall Brennan Stables, Agent",NY        ,8,10.2,16,4/13,Withdrawn,Out,,Out,4/21/2022,Brennan Niall
693,,DB/BR,F,3/6/2020,Violence,Lots of Chocolate,Mineshaft,LotsofChocolate,Arindel,FL        ,10,10.1,69,4/13,Ervin Rodriguez,"70,000",,,,Arindel Farm LLC
694,,CH,F,5/3/2020,Super Saver,Love Cove,Not For Love,LoveCove,"Top Line Sales LLC, Agent XII",KY        ,14,10.1,110,4/13,NBS Stable / John Ballantyne,"65,000",,,,Top Line Sales
695,,DB/BR,C,3/17/2020,Maclean's Music,Love in Tokyo,Tiznow,LoveinTokyo,"Bobby Dodd, Agent VIII",KY        ,10,out,,4/13,Withdrawn,Out,,Out,4/9/2022,Dodd Bobby
696,,GR/RO,C,5/21/2020,Into Mischief,Lovely Lookin,Lookin At Lucky,LovelyLookin,"Sequel Bloodstock, Agent I",NY        ,9,10.1,54,4/13,Withdrawn,Out,,Out,4/21/2022,Sequel Bloodstock
697,Mothersdaysurprise,DB/BR,C,5/10/2020,American Freedom,Lovely Marissa,Proud Citizen,LovelyMarissa,"Silvestre Chavez Thoroughbreds, Agent XXIII",MD        ,16,10.1,78,4/13,"Brooke Hubbard, Agent","130,000",,,,Chavez Thoroughbreds Silvestre 
698,,DB/BR,F,3/28/2020,Bolt d'Oro,Love Match,Partner's Hero,LoveMatch,"Six K's Training & Sales LLC, Agent V",KY        ,19,10.2,100,4/13,Starship Stables,"35,000",,,,Six K's Training & Sales LLC
699,War Chrome,CH,C,3/14/2020,Central Banker,Lox,Hard Spun,Lox,"Harris Training Center LLC, Agent IX",NY        ,13,out,,,Withdrawn,Out,,Out,4/14/2022,Harris Training Center LLC
700,,DB/BR,F,3/24/2020,Trappe Shot,Luminoso,Quality Road,Luminoso,Black Type Stables,KY        ,G,10.2,71,4/13,Ruben Valdes,"25,000",,,,Black Type Stables
701,Antony Gioffry,GR/RO,C,3/11/2020,Frosted,Luna Rosa,Malibu Moon,LunaRosa,"Wavertree Stables, Inc. (Ciaran Dunne), Agent XVI",KY        ,5,21.0,63,4/13,"Peter Miller, Agent","75,000",,,,"Wavertree Stables, Inc."
702,,B,C,4/15/2020,Bolt d'Oro,Luxurious,Awesome Again,Luxurious,"Coastal Equine LLC (Jesse Hoppel), Agent I",KY        ,A,10.0,94,4/13,"Deuce Greathouse, Agent for Mark Stanley","200,000",,,,Coastal Equine LLC
703,,CH,F,4/7/2020,Hard Spun,Lyrics,Speightstown,Lyrics,"Britton Peak, Agent II",KY        ,16,out,,4/13,Withdrawn,Out,,Out,4/7/2022,Britton Peak
704,,B,F,4/12/2020,Super Saver,Maddy's Way,Bellamy Road,MaddysWay,"S B M Training and Sales, Agent I",IN        ,10,10.2,84,4/13,"Andrew Knapczyk / Zach Madden, Agent","22,000",,,,S B M Training and Sales
705,,B,F,4/12/2020,Kingman (GB),Madly Truly,Malibu Moon,MadlyTruly,"Top Line Sales LLC, Agent XXIV",IRE       ,14,10.2,52,4/14,T B Bloodstock,"160,000",,,,Top Line Sales
706,,DB/BR,F,4/21/2020,Exaggerator,Maggie d'Oro,Medaglia d'Oro,MaggiedOro,"Coastal Equine LLC (Jesse Hoppel), Agent XX",KY        ,A,10.2,59,4/14,Team Westview Stables,"30,000",,,2/24/2022,Coastal Equine LLC
707,,DB/BR,F,4/23/2020,Malibu Moon,Magicalcarpetride,Smart Strike,Magicalcarpetride,"Bobby Dodd, Agent VII",KY        ,10,out,22,4/14,Withdrawn,Out,,Out,4/14/2022,Dodd Bobby
708,,DB/BR,C,4/28/2020,Sharp Azteca,Magic Madison,Ghostly Minister,MagicMadison,"Whitman Sales LLC, Agent II",KY        ,16,10.2,37,4/14,Marc Tacher,"55,000",,,,Whitman Sales
709,,GR/RO,C,3/23/2020,Medaglia d'Oro,Mahasen,Tapit,Mahasen,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",KY        ,5,10.1,95,4/14,BBA Ireland Limited,"650,000",,,,"Wavertree Stables, Inc."
710,,DB/BR,F,3/29/2020,Bernardini,Majestically,Gone West,Majestically,"Eddie Woods, Agent XXV",KY        ,11,10.3,5,4/14,Withdrawn,Out,,Out,4/21/2022,Woods Eddie
711,,B,F,2/24/2020,Jimmy Creed,Majestic Gale,Majestic Warrior,MajesticGale,"Cary Frommer LLC, Agent",KY        ,10,10.2,45,4/14,Withdrawn,Out,,Out,4/21/2022,Frommer Cary
712,,DB/BR,C,4/24/2020,Cloud Computing,Majestic Island,Majestic Warrior,MajesticIsland,"Off the Hook LLC, Agent VI",KY        ,13,10.0,9,4/14,Robert Garrett - Scattered Acres LLC,"220,000",,,,Off the Hook LLC
713,,CH,C,4/8/2020,Daredevil,Majorelle,Mizzen Mast,Majorelle,"Six K's Training & Sales LLC, Agent X",KY        ,19,11.1,139,4/14,EMI Racing,"15,000",,,,Six K's Training & Sales LLC
714,,DB/BR,C,2/24/2020,Dialed In,Make It Snappy,Medaglia d'Oro,MakeItSnappy,"Niall Brennan Stables, Agent XXXIII",KY        ,8,10.3,115,4/14,Calumet Farm,"90,000",,,,Brennan Niall
715,,B,C,4/11/2020,Mendelssohn,Malibu Royalty,Malibu Moon,MalibuRoyalty,"Julie Davies LLC, Agent VII",KY        ,15,10.1,140,4/14,"95,000",Not Sold,,,,Davies Julie
716,,B,F,5/7/2020,Tapwrit,Manahatta,Old Fashioned,Manahatta,"Julie Davies LLC, Agent VII",KY        ,15,10.3,114,4/14,"15,000",Not Sold,,,,Davies Julie
717,,B,F,3/10/2020,Army Mule,Mandolin,Midnight Lute,Mandolin,"de Meric Sales, Agent XLIII",FL        ,12,10.1,1,4/14,Lael Stable,"450,000",,,,de Meric Sales
718,,CH,F,2/4/2020,Goldencents,Mandy D,Cape Blanco (IRE),MandyD,"Grassroots Training & Sales LLC, Agent VI",LA        ,J,out,,4/14,Withdrawn,Out,,Out,4/14/2022,Grassroots Training & Sales LLC
719,,GR/RO,C,4/12/2020,Bird Song,Ma Petite,Distorted Humor,MaPetite,"Top Line Sales LLC, Agent XII",KY        ,14,10.2,28,4/14,Welch Racing LLC,"75,000",,,,Top Line Sales
720,,CH,F,4/29/2020,Good Samaritan,Marazion Girl,Bellamy Road,MarazionGirl,G. A. Thoroughbred Sales,KY        ,7,10.4,107,4/14,Withdrawn,Out,,Out,4/21/2022,G. A. Thoroughbred Sales
721,,B,C,3/15/2020,Mo Town,Marialua,Maria's Mon,Marialua,Brick City Thoroughbreds,NY        ,13,10.1,76,4/14,"Equinox Inc., Agent for George Sharp","75,000",,,,Brick City Thoroughbreds
722,,DB/BR,F,3/30/2020,Empire Maker,Maria's Candy,Candy Ride (ARG),MariasCandy,"de Meric Sales, Agent XLII",NY        ,12,out,,4/14,Withdrawn,Out,,Out,3/28/2022,de Meric Sales
723,,B,C,3/2/2020,Central Banker,Marie Antoinette,Stormy Atlantic,MarieAntoinette,"Top Line Sales LLC, Agent XLVII",NY        ,14,10.2,126,4/14,"Hibiscus Stable/ BigToe Stable,Taisey/Klesaris ,Ag","37,500",PS,,,Top Line Sales
724,,B,C,3/4/2020,Practical Joke,Marie's Rose,Swiss Yodeler,MariesRose,"Mayberry Farm, Agent X",FL        ,B,10.0,48,4/14,"Alistair Roden B'stock, Agent John Maryanski","160,000",,,,Mayberry Farm
725,,GR/RO,C,3/22/2020,Greenpointcrusader,Marion Theatre,Montbrook,MarionTheatre,Ocala Stud,FL        ,4,11.1,21,4/14,Herman Wilensky,"16,000",,,,Ocala Stud
726,,DB/BR,C,4/30/2020,Sharp Azteca,Marseillaise,Speightstown,Marseillaise,"Julie Davies LLC, Agent",KY        ,15,10.1,93,4/14,"Harmash Racing, Lauren Robson, Agent","40,000",,,,Davies Julie
727,,DB/BR,F,4/6/2020,Twirling Candy,Maui Town,Speightstown,MauiTown,"Top Line Sales LLC, Agent VIII",KY        ,14,10.2,138,4/14,Expoline,"30,000",,,,Top Line Sales
728,,GR/RO,F,3/15/2020,Cross Traffic,Maux Exotic,Leroidesanimaux (BRZ),MauxExotic,"Gabriel Dixon, Agent",KY        ,19,10.2,81,4/14,"37,000",Not Sold,,,,Dixon Gabriel
729,,B,F,5/11/2020,Kantharos,Maymont,Unbridled's Song,Maymont,A B Thoroughbreds,KY        ,4,10.2,72,4/14,"19,000",Not Sold,,,,A B Thoroughbreds
730,,B,C,6/1/2020,Laoban,May Who,Lion Heart,MayWho,"Golden Rock Thoroughbreds, Agent for",NY        ,20,10.1,18,4/14,Eclipse Thoroughbred Partners,"160,000",,,,Golden Rock Thoroughbreds
731,,B,F,2/22/2020,Girvin,McSpice,Pulpit,McSpice,"Two Oaks Equine, Agent",KY        ,19,10.2,125,4/14,C.H.P.R.,"20,000",,,,Two Oaks Equine
732,,CH,F,4/1/2020,Classic Empire,M'Dearest,Macho Uno,MDearest,White Lilac,FL        ,6,10.0,75,4/14,Oracle Bloodstock for John Ball,"170,000",,,,White Lilac
733,,DB/BR,C,4/24/2020,Practical Joke,Meadow Saffron,Military,MeadowSaffron,"Top Line Sales LLC, Agent XVI",KY        ,14,10.0,105,4/14,I Ming Chee,"22,000",,,,Top Line Sales
734,Really Good,DB/BR,C,2/8/2020,Hard Spun,Means Well,Smart Strike,MeansWell,"Randy Bradshaw, Agent VII",KY        ,7,10.2,79,4/14,Mike Maker,"125,000",,,,Bradshaw Randy
735,,B,C,3/29/2020,Astern (AUS),Medicine Butte,Old Fashioned,MedicineButte,Skies Thoroughbreds,KY        ,19,10.1,62,4/14,Ed & Susie Orr,"45,000",,,,Skies Thoroughbreds
736,,B,F,3/24/2020,Mendelssohn,Mela Dramatically,Theatrical (IRE),MelaDramatically,"Niall Brennan Stables, Agent XXVII",NY        ,8,out,,4/14,Withdrawn,Out,,Out,4/9/2022,Brennan Niall
737,,DB/BR,F,2/3/2020,Sharp Azteca,Melody Girl,Unbridled's Song,MelodyGirl,"Gene Recio, Agent XII",FL        ,17,10.0,133,4/14,Jeff Ganje,"35,000",,,,Recio Gene
738,,CH,C,2/8/2020,Central Banker,Memories of Mom,Include,MemoriesofMom,"Harris Training Center LLC, Agent I",NY        ,13,10.3,108,4/14,Mike Dini,"20,000",,,,Harris Training Center LLC
739,,DB/BR,C,3/4/2020,Cloud Computing,Mensa Member,Flatter,MensaMember,"Eddie Woods, Agent XXII",KY        ,11,10.3,137,4/14,Mia Stable / Rachid Brothers,"55,000",,,,Woods Eddie
740,,B,C,2/25/2020,U S Ranger,Meredith Bee,El Corredor,MeredithBee,"Scanlon Training & Sales, Agent II",CA        ,1,10.1,38,4/14,"L.E.B., Agent","280,000",,,,Scanlon Training Center
741,,B,F,3/28/2020,American Pharoah,Merry Me in Spring,Wekiva Springs,MerryMeinSpring,"Eisaman Equine, Agent",KY        ,7,10.2,60,4/15,"Equinox Inc., Agent for George Sharp","60,000",,,,Eisaman Equine
742,,DB/BR,F,5/20/2020,Not This Time,Mesa Mirage,Sky Mesa,MesaMirage,"Pick View LLC, Agent XVII",MN        ,H,10.1,124,4/14,"Chad Schumer, Agent","160,000",,,,Pick View LLC
743,,B,F,3/16/2020,Mastery,Metmeyer,Drosselmeyer,Metmeyer,"Paul Sharp, Agent XIV",KY        ,C,10.2,122,4/14,Eric Aquino,"17,000",,,,Sharp Paul M.
744,,CH,F,3/4/2020,Army Mule,Metry Kitten,Kitten's Joy,MetryKitten,"Woodford Thoroughbreds LLC, Agent V",KY        ,17,10.2,32,4/14,"55,000",Not Sold,,,3/28/2022,Woodford Thoroughbreds
745,,B,C,2/24/2020,Street Sense,Mia d'Oro,Medaglia d'Oro,MiadOro,"Randy Miles, Agent I",KY        ,18,21.2,77,4/14,Sterling Racing LLC,"120,000",,,,Miles Randy
746,,CH,C,3/16/2020,Hard Spun,Mia Torri,General Quarters,MiaTorri,"Top Line Sales LLC, Agent XXXI",KY        ,14,10.2,141,4/14,Withdrawn,Out,,Out,4/21/2022,Top Line Sales
747,,DB/BR,F,3/31/2020,Curlin,Midnight Lucky,Midnight Lute,MidnightLucky,"de Meric Sales, Agent XVI",KY        ,12,10.2,26,4/14,Solis / Litt Bloodstock,"400,000",,,,de Meric Sales
748,,CH,F,4/16/2020,Mastery,Midnight Union,Union Rags,MidnightUnion,"Randy Miles, Agent XVII",KY        ,18,10.2,35,4/14,Withdrawn,Out,,Out,4/21/2022,Miles Randy
749,,GR/RO,F,2/22/2020,Arrogate,Mighty Eros,Freud,MightyEros,"Six K's Training & Sales LLC, Agent VII",NY        ,19,10.4,104,4/14,"52,000",Not Sold,,,,Six K's Training & Sales LLC
750,,DB/BR,C,2/20/2020,Freud,Mighty Good,Good and Tough,MightyGood,"Grassroots Training & Sales LLC, Agent",NY        ,J,10.0,13,4/14,Three Diamonds Farm,"215,000",,,,Grassroots Training & Sales LLC
751,,B,C,4/30/2020,Funtastic,Mikey Likes It,Elusive Quality,MikeyLikesIt,"Scanlon Training & Sales, Agent VI",KY        ,1,10.2,10,4/14,Omni Racing,"120,000",,,,Scanlon Training Center
752,,B,F,2/25/2020,Exaggerator,Milehigh Butterfly,Sky Mesa,MilehighButterfly,"Davis Breaking and Training, Inc., Agent II",KY        ,17,10.3,84,4/14,"19,000",Not Sold,,,,"Davis Breaking and Training, Inc."
753,,GR/RO,F,3/19/2020,Creative Cause,Milk Run,Running Stag,MilkRun,"Bobby Jones Equine LLC, Agent III",FL        ,17,out,,4/14,Withdrawn,Out,,Out,4/6/2022,Jones Equine LLC Bobby 
754,,CH,F,2/11/2020,Gormley,Mini Ashley,Henny Hughes,MiniAshley,"Coastal Equine LLC (Jesse Hoppel), Agent XXV",KY        ,A,10.0,8,4/14,"37,000",Not Sold,,,,Coastal Equine LLC
755,,GR/RO,C,2/5/2020,Distorted Humor,Minnelli,Unbridled's Song,Minnelli,"de Meric Sales, Agent III",KY        ,12,10.1,69,4/14,Danny R Caldwell,"22,000",,,,de Meric Sales
756,,DB/BR,C,2/17/2020,Cross Traffic,Minnie Macy,A.P. Indy,MinnieMacy,"de Meric Sales, Agent XXV",KY        ,12,10.3,110,4/14,"37,000",Not Sold,,,,de Meric Sales
757,,CH,C,2/12/2020,Violence,Minnie's Meadow,Affirmed,MinniesMeadow,"Wavertree Stables, Inc. (Ciaran Dunne), Agent",ON        ,5,10.1,29,4/14,I Ming Chee,"17,000",,,,"Wavertree Stables, Inc."
758,,DB/BR,F,2/22/2020,The Factor,Miracle Moment,Chester House,MiracleMoment,"Paul Sharp, Agent XIV",KY        ,C,out,,4/14,Withdrawn,Out,,Out,4/5/2022,Sharp Paul M.
759,,CH,F,2/25/2020,Liam's Map,Miracle Run,Street Cry (IRE),MiracleRun,"Off the Hook LLC, Agent XV",KY        ,13,out,,4/14,Withdrawn,Out,,Out,4/11/2022,Off the Hook LLC
